text,label,clean_text_cased,clean_text_lower,label_numeric
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .","the company said that currently the french distribution unit ragot is located in loudeac , normandy , the distribution unit waterqueen and line supplier tortue in saint marcel in mid-france and the hook manufacturing unit vmc and hook distribution unit vmc europe in morvillars .",0.0
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .","neste oil corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",0.0
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,positive,NFLX Easy pop to 500 by end of feb.. Then steady as she goes for 600 into second earnings report..800 year end no matter what,nflx easy pop to 500 by end of feb.. then steady as she goes for 600 into second earnings report..800 year end no matter what,1.0
The company expects sales revenue of RMB8 .0 billion in 2009 .,neutral,The company expects sales revenue of RMB8 .0 billion in 2009 .,the company expects sales revenue of rmb8 .0 billion in 2009 .,0.0
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,positive,ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,aria this is the reason why shorts don't show up...long steady small climbs. the best way to accrue value. imo,1.0
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",positive,"Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .","overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' stora spokeswoman patricia dietz said tuesday .",1.0
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,negative,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,as a result of the negotiations the employment of 130 blue - and white-collar employees at the oulu plant would be terminated .,-1.0
Sales by Seppala diminished by 6 per cent .,negative,Sales by Seppala diminished by 6 per cent .,sales by seppala diminished by 6 per cent .,-1.0
The combined value of the orders is almost EUR 3mn .,neutral,The combined value of the orders is almost EUR 3mn .,the combined value of the orders is almost eur 3mn .,0.0
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",neutral,"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .","stora enso said delight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",0.0
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,UPM stock fell 3 percent to EURO 12.49 17.24 in early afternoon trading in Helsinki .,upm stock fell 3 percent to euro 12.49 17.24 in early afternoon trading in helsinki .,-1.0
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,Pharmaceutical market in Netherlands Global Research Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,pharmaceutical market in netherlands global research data services published recently a market analysis about the pharmaceutical markets in netherlands .,0.0
$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,positive,PCLN Trying to break daily trend line! Big move could happen,pcln trying to break daily trend line! big move could happen,1.0
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power CHP plant and a biofuels-based production unit at Vartan CHP plant .","fortum is looking to invest in several new production units , including a new waste-fired unit at its brista combined heat and power chp plant and a biofuels-based production unit at vartan chp plant .",0.0
Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,negative,Breaking Tesla recalls all Model X cars .. details on show now TSLA,breaking tesla recalls all model x cars .. details on show now tsla,-1.0
BG Group Still Happy With Shell's $70 Billion Offer,positive,BG Group Still Happy With Shell's 70 Billion Offer,bg group still happy with shell's 70 billion offer,1.0
@ACInvestorBlog: $SPY eod run :),positive,ACInvestorBlog SPY eod run,acinvestorblog spy eod run,1.0
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral,Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,pharmaceuticals - netherlands this brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in netherlands .,0.0
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .","production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",1.0
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,aviation systems maintenance is based in kansas and generated net sales of usd 2.6 million for 2008 .,0.0
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral,The fixed acquisition price amounts to NOK 70 approximately EUR 8.7 million and additional price NOK 15 EUR 1.8 million at maximum .,the fixed acquisition price amounts to nok 70 approximately eur 8.7 million and additional price nok 15 eur 1.8 million at maximum .,0.0
Tullow Oil Suspends Dividend Amid Oil Price Fall,negative,Tullow Oil Suspends Dividend Amid Oil Price Fall,tullow oil suspends dividend amid oil price fall,-1.0
